attachment_path,literature_count,literature_ids_json
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行系统性风险的复杂性及监管启示.pdf,1,[1249]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\互联网金融对传统金融影响的实证研究.pdf,1,[1250]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国四大国有商业银行系统性风险溢出效应研究.pdf,1,[1251]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\利率对房地产市场影响研究.pdf,1,[1252]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\货币政策是否适宜作为房价的直接调控手段_——基于SFAVAR模型的实证研究.pdf,1,[1253]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行业国际竞争力的研究分析.pdf,1,[1254]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\浅析造成房地产市场剧烈波动的关键因素.pdf,1,[1255]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产市场波动对地方财政收入的影响分析.pdf,1,[1256]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\商住公寓价格影响因素研究.pdf,1,[1257]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\探究我国房地产经济波动的特征和成因.pdf,1,[1258]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产政策的有效性研究.pdf,1,[1259]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\商业银行资本、流动性监管与风险防范效力.pdf,1,[1260]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行改革争论的关键问题.pdf,1,[1261]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\日本房地产周期波动及其影响分析.pdf,1,[1263]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\双渠道风险传染下银行系统稳定性分析.pdf,1,[1264]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国与美国房价的比较研究.pdf,1,[1265]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于多主体建模分析的银行间网络系统性风险研究.pdf,1,[1266]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\宏观经济变动对房地产价格波动的影响分析——基于SVAR模型理论的实证研究.pdf,1,[1267]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于ARCH模型族房地产市场与股票市场的波动性及相关性研究.pdf,1,[1268]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\商业银行杠杆率对其系统性风险溢出水平的影响研究.pdf,1,[1270]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产业发展趋势及建设银行的经营对策.pdf,1,[1271]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房价波动对银行系统性风险的影响研究.pdf,1,[1272]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行竞争会提升信贷成本吗_——来自我国上市银行的实证分析.pdf,1,[1273]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\通货膨胀问题的统计研究.pdf,1,[1274]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国交叉性金融业务的风险监管与防控.pdf,1,[1275]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\能源价格波动对商业银行系统性风险的影响研究.pdf,1,[1276]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于Copula-MIDAS-CoVaR模型的中国股市系统性金融风险度量研究.pdf,1,[1277]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\非金融企业影子银行对系统性金融风险的影响.pdf,1,[1278]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于系统理论的银行系统性风险概念辨析.pdf,1,[1280]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于灰色预测理论的实物期权波动率计算——以房地产项目为例.pdf,1,[1281]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\后危机时代我国宏观审慎监管法律框架的构建.pdf,1,[1282]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国近20年货币发放量与资产价格比较研究.pdf,1,[1283]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于风险转移规制的房地产信贷风险研究.pdf,1,[1284]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\浅析我国商业银行房地产贷款信用风险.pdf,1,[1285]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产贷款风险的分析及银行的防范.pdf,1,[1286]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国影子银行治理对策研究.pdf,1,[1287]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\商业银行如何应对房地产危机.pdf,1,[1288]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行体制、资本市场与房地产金融风险的研究.pdf,1,[1289]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产价格变化对利率波动的溢出效应.pdf,1,[1290]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\稳健中的积极_地方债发展思考.pdf,1,[1291]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国房地产上市公司股票收益率波动实证研究.pdf,1,[1292]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行的影子、信用扩张与监管套利——基于商业银行会计的视角.pdf,1,[1293]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\区域金融稳定与资产价格波动关系研究——以房地产为例.pdf,1,[1294]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\认清风险源头创新系统性风险管控模式——商业银行系统性风险管控及我国的应对策略研究.pdf,1,[1296]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国通货膨胀与房地产价格的相关性研究.pdf,1,[1297]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\城市房地产经济周期波动分析与对策研究.pdf,1,[1299]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\商业银行业务多元化对银行风险影响的文献综述.pdf,1,[1300]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行监管职能分离后人民银行省会中支面临的挑战与对策.pdf,1,[1301]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\气候和环境变化对商业银行系统性风险的影响研究——来自中国上市银行的经验证据.pdf,1,[1302]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\全球房价波动空间关联效应及其影响因素研究.pdf,1,[1303]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国房地产市场价格波动数量研究.pdf,1,[1304]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\货币政策收紧将对楼市影响重大.pdf,1,[1305]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产业与银行业之间风险传染机制与溢出效应研究.pdf,1,[1306]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产信贷政策效应与商业银行经营管理创新研究.pdf,1,[1307]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\金融脆弱性与房地产价格波动相互作用机制分析.pdf,1,[1308]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国房地产投资周期波动实证分析及预测.pdf,1,[1309]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\系统重要性银行的识别及监管研究.pdf,1,[1310]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于Copula-CoVaR模型对我国银行业系统性风险的研究.pdf,1,[1311]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\论商业银行对房地产信贷风险识别与防范策略.pdf,1,[1312]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\“三期叠加”下的风险迁徙与商行应对.pdf,1,[1313]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行系统性风险识别与影响因素研究.pdf,1,[1315]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\人民币汇率波动与房价变动的相关性研究.pdf,1,[1316]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\金融审计视角下跨境资金套利业务潜在系统性风险及政策建议.pdf,1,[1318]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于房地产周期波动理论的合肥市房地产预警指标体系的研究.pdf,1,[1319]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\系统性风险的策略应对.pdf,1,[1320]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\气候政策调整强度与商业银行系统性风险.pdf,1,[1321]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产价格、金融杠杆对金融稳定的影响.pdf,1,[1322]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行的房地产贷款风险传导机制及对策研究.pdf,1,[1323]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于主成分分析法的我国商业银行系统性风险的度量.pdf,1,[1324]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国房地产价格与股票价格波动关系的研究——基于1998-2013年间周度数据的实证分析.pdf,1,[1325]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产新政对银行信贷及宏观经济的影响.pdf,1,[1326]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\影子银行监管的国际经验及对我国的启示.pdf,1,[1327]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\供给侧改革下货币政策对房地产价格的效应研究.pdf,1,[1328]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产价格波动对供需状态的影响研究.pdf,1,[1331]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\相互关联性、风险溢出与系统重要性银行识别.pdf,1,[1332]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\江苏房地产价格波动的实证分析.pdf,1,[1333]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行系统性风险传染的机制研究.pdf,1,[1334]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\差异化预期、政策调控与房价波动——基于中国35个大中城市的实证研究.pdf,1,[1335]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\动态冲击强度下银行网络系统稳定性研究.pdf,1,[1337]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\汇率变化对房价波动存在溢出效应吗_——来自1997-2015年中国房地产市场的证据.pdf,1,[1338]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国影子银行发展及其监管制度创新研究.pdf,1,[1339]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\论房地产泡沫与银行金融风险防范.pdf,1,[1340]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行信贷风险与我国房地产业发展.pdf,1,[1341]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于可解释机器学习的银行网络系统性风险研究.pdf,1,[1342]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\外来人口、产业结构对房价影响的实证研究.pdf,1,[1344]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\后危机时代国际金融监管改革_框架、内容与启示.pdf,1,[1347]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\区域住房市场价格相关性研究.pdf,1,[1348]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\宏观审慎监管_有效防范系统性风险的必由之路.pdf,1,[1349]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国房地产市场价格波动的关联影响研究.pdf,1,[1350]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\生产技术、投资专有技术与经济波动——基于包含房地产部门DSGE模型的模拟分析.pdf,1,[1351]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国商业银行系统性风险溢出效应及影响因素研究.pdf,1,[1352]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\对人民银行维护金融稳定职能的认识和思考.pdf,1,[1353]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国系统重要性银行的识别.pdf,1,[1354]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行房地产业务的风险防范研究——以福建省为例.pdf,1,[1355]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国影子银行体系的特征、构成及其影响研究.pdf,1,[1357]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国房地产企业负债融资与公司治理绩效相关性研究.pdf,1,[1358]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\信贷资产证券化对商业银行风险管理的影响.pdf,1,[1359]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\金融开放对我国商业银行系统性风险的影响研究.pdf,1,[1361]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\楼市博弈迷局中的银行住房抵押贷款信用风险实证分析——基于VAR和t-Copula方法.pdf,1,[1362]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\水银行理论研究及实践应用进展.pdf,1,[1363]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产价格预期评估模型研究.pdf,1,[1364]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\金融风险视角下的影子银行.pdf,1,[1365]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国商业银行系统性风险度量研究——基于分位数回归梯度提升树模型的分析.pdf,1,[1366]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\L企业H地块房地产项目开发投资决策研究.pdf,1,[1367]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产周期波动与金融稳定的相关性研究.pdf,1,[1368]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\大数据背景下房地产价格波动及其影响因素分析——以十堰市为例.pdf,1,[1369]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\汇率、股票市场及房地产价格波动的关联性研究.pdf,1,[1370]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\金融综合经营的风险效应研究——基于中国股市的数据.pdf,1,[1371]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\在利率市场化趋势下建立我国存款保险制度的研究.pdf,1,[1372]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\浅谈房地产经济周期波动.pdf,1,[1373]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\网络视角下企业风险传染研究.pdf,1,[1374]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产价格波动影响因素及阶段性分析——以宁波地区为例.pdf,1,[1375]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产市场波动对宏观经济的影响研究.pdf,1,[1376]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国房地产价格和货币政策动态关系研究.pdf,1,[1377]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\商业银行行业贷款集中度与系统性风险的实证研究.pdf,1,[1378]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\当前银行房地产贷款潜在风险及对策思考.pdf,1,[1379]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于《巴塞尔协议Ⅲ》框架下我国金融业宏观审慎监管制度研究.pdf,1,[1380]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\系统性银行危机的传播及监管.pdf,1,[1382]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\如何防范“灰犀牛”——来自美国、日本、德国房地产发展的镜鉴与中国防范系统性风险的政策建议.pdf,1,[1383]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于动态CoVaR方法的银行系统性风险测度与金融监管问题研究.pdf,1,[1384]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国系统重要性银行的关联网络与风险贡献研究——基于极端事件冲击视角.pdf,1,[1385]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\刚果（布）银行系统性风险研究.pdf,1,[1386]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产价格影响因素研究综述.pdf,1,[1387]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产经济波动的影响因素探究.pdf,1,[1388]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\人民币国际化背景下短期跨境资本流动对我国商业银行系统性风险的影响研究.pdf,1,[1389]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产市场、房地产股票和股票市场的波动性和相关性的研究.pdf,1,[1390]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\国家货币政策对房地产价格的宏观调控问题及对策研究.pdf,1,[1392]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国房地产价格波动区域差异的实证分析.pdf,1,[1393]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\统计测量法在商业银行操作风险管理中的运用.pdf,1,[1394]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于动态相关性的我国银行系统性风险度量研究.pdf,1,[1395]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\突发公共卫生事件对系统重要性银行金融风险影响研究——以新冠疫情为例.pdf,1,[1396]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\影子银行监管法律制度研究.pdf,1,[1397]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产金融发展前景与风险防范.pdf,1,[1399]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于CGE模型的房地产行业波动分析.pdf,1,[1400]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\跨境资本流动与商业银行系统性风险.pdf,1,[1401]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\住房价格、供求关系与区域差异——基于省级面板数据的实证研究.pdf,1,[1402]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\非利息收入如何影响银行系统性风险——基于中介效应和面板门槛模型的实证研究.pdf,1,[1403]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\异质性房地产冲击对银行业系统性风险的溢出效应.pdf,1,[1404]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\对我国实施银行业宏观审慎监管问题的探讨.pdf,1,[1405]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\地方政府债务扩张与系统性金融风险的触发机制.pdf,1,[1406]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国上市金融机构系统重要性与系统脆弱性研究.pdf,1,[1407]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\浅论福建省房地产周期波动及其建议.pdf,1,[1408]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于多智能体强化学习的银行体系风险监管策略研究.pdf,1,[1409]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国商业银行流动性对房地产价格影响的实证研究.pdf,1,[1410]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国系统性金融风险的影响因素及防范对策.pdf,1,[1411]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国商业银行潜在系统性风险的测度和预警分析.pdf,1,[1412]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\城市信息化与房地产周期波动关系研究.pdf,1,[1413]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\银行系统性风险成因及传导机制分析.pdf,1,[1414]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国存款保险制度风险防范与流动性创造效应.pdf,1,[1416]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\商业银行房地产业授信风险与防范.pdf,1,[1417]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中央银行与监管_危机以来的变化及选择.pdf,1,[1418]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\在金融改革的同时注意防范风险.pdf,1,[1419]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\守住不发生系统性金融风险_地方中小商业银行使命与对策研究.pdf,1,[1420]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\贷款跨行业多元化是否降低了银行系统性风险_——基于中国上市银行的证据.pdf,1,[1421]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国影子银行的发展及对宏观市场的影响.pdf,1,[1422]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\我国资产价格泡沫对银行系统性风险的影响研究.pdf,1,[1423]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\中国人口集聚与银行业脆弱性：微观机理、经验证据以及政策治理.pdf,1,[1425]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房地产经济波动与个人住房抵押贷款风险.pdf,1,[1426]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\基于系统重要性金融机构鉴定的我国宏观审慎监管研究.pdf,1,[1427]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\房价波动的特征、决定因素与效应研究_一个文献综述.pdf,1,[1428]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\甘肃银行金融压力指数的测度及影响因素研究.pdf,1,[1429]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\KMV模型对信用风险度量的有效性实证研究——以我国十家上市房地产公司为例.pdf,1,[1430]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\吉林省房地产市场周期波动分析与预测——基于扩散指数法及VAR模型.pdf,1,[1431]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\论预算性软约束对我国商业银行系统性风险的影响.pdf,1,[1432]
C:\Users\Ethan\CoreFiles\ProjectsFile\AcademicResearch-auto-workflow\workspace\references\attachments\系统性风险_金融系统与实体经济间反馈效应.pdf,1,[1433]
